neuron,smp-2,nrx-1,plx-1,unc-6,unc-129,syg-1,efn-3,cdh-3,cdh-4,syg-2,mig-1,vab-2,nlg-1,rig-3,cfz-2,syd-2,efn-4,slt-1,sax-3,mom-5,egl-20,sax-7,smp-1,nid-1,mig-5,lin-44,vab-1,unc-40,hmr-1,lin-17,efn-2,rig-6,unc-5,plx-2
ADEL,-0.35832995,-0.6377594,-0.5863807,-0.07184876,-0.29328912,0.46807185,0.0,-0.8491572,-0.7352788,-0.7552934,-0.8607938,-0.5457942,-0.07494744,-0.50751746,-0.39166856,0.093115166,0.16953789,-0.26408654,1.8633895,1.2375729,-0.15184641,0.46873313,0.423085,0.46505576,-0.108627275,-0.29439822,-0.7649598,1.042206,1.2815378,-0.6999541,0.8352648,-0.32483354,0.17539972,-0.01139026
ADER,-0.35832995,-0.6377594,-0.5863807,-0.07184876,-0.29328912,0.46807185,0.0,-0.8491572,-0.7352788,-0.7552934,-0.8607938,-0.5457942,-0.07494744,-0.50751746,-0.39166856,0.093115166,0.16953789,-0.26408654,1.8633895,1.2375729,-0.15184641,0.46873313,0.423085,0.46505576,-0.108627275,-0.29439822,-0.7649598,1.042206,1.2815378,-0.6999541,0.8352648,-0.32483354,0.17539972,-0.01139026
ADFL,-0.35832995,-0.46442366,-0.5863807,-0.3876786,-0.45785543,1.9280622,0.0,1.1176038,0.060877968,-0.4085061,-0.8607938,0.6877479,-0.36898717,2.42675,-0.21850958,-0.77428037,-0.4216868,-0.26408654,-0.28394753,-0.90778196,-0.15184641,-0.012119671,-0.2819938,0.36997998,-0.012969062,-0.29439822,-0.7287211,-0.4362907,-0.78207624,-0.6999541,-0.56930727,-0.070854865,-0.58119756,-0.820083
ADFR,-0.35832995,-0.46442366,-0.5863807,-0.3876786,-0.45785543,1.9280622,0.0,1.1176038,0.060877968,-0.4085061,-0.8607938,0.6877479,-0.36898717,2.42675,-0.21850958,-0.77428037,-0.4216868,-0.26408654,-0.28394753,-0.90778196,-0.15184641,-0.012119671,-0.2819938,0.36997998,-0.012969062,-0.29439822,-0.7287211,-0.4362907,-0.78207624,-0.6999541,-0.56930727,-0.070854865,-0.58119756,-0.820083
ADLL,1.0645522,-0.5365814,-0.5863807,-0.23162147,-0.341691,-0.84496486,0.0,0.3945299,-0.8209727,-0.74390167,-0.46657425,0.15623643,-0.36898717,-0.65128446,-0.32428536,-0.06940338,0.0006966998,-0.14338782,-0.5167055,-0.15059787,-0.15184641,-0.25585544,-0.63376516,-0.5770489,-0.7861127,-0.098860666,-0.8566227,-0.5260666,-0.8004889,-0.36185843,-0.6535029,-0.68383116,-0.6263047,-0.53738034
ADLR,1.0645522,-0.5365814,-0.5863807,-0.23162147,-0.341691,-0.84496486,0.0,0.3945299,-0.8209727,-0.74390167,-0.46657425,0.15623643,-0.36898717,-0.65128446,-0.32428536,-0.06940338,0.0006966998,-0.14338782,-0.5167055,-0.15059787,-0.15184641,-0.25585544,-0.63376516,-0.5770489,-0.7861127,-0.098860666,-0.8566227,-0.5260666,-0.8004889,-0.36185843,-0.6535029,-0.68383116,-0.6263047,-0.53738034
AFDL,-0.35832995,-0.5558534,-0.5863807,-0.38595977,-0.31679857,-0.2626956,0.0,-0.5135591,-0.7352788,-0.8382908,-0.09488152,0.33824435,-0.36898717,-0.11472557,-0.6371357,-0.36735404,0.6381584,-0.13380857,-0.7550059,-0.6013027,-0.15184641,-0.53681916,-0.37898877,-0.50833863,-0.22615024,0.022186385,-0.80948186,0.016797071,-0.09530867,-0.6999541,-0.6164449,-0.87547654,-0.38985735,-0.72105944
AFDR,-0.35832995,-0.5558534,-0.5863807,-0.38595977,-0.31679857,-0.2626956,0.0,-0.5135591,-0.7352788,-0.8382908,-0.09488152,0.33824435,-0.36898717,-0.11472557,-0.6371357,-0.36735404,0.6381584,-0.13380857,-0.7550059,-0.6013027,-0.15184641,-0.53681916,-0.37898877,-0.50833863,-0.22615024,0.022186385,-0.80948186,0.016797071,-0.09530867,-0.6999541,-0.6164449,-0.87547654,-0.38985735,-0.72105944
AIAL,-0.35832995,0.92937416,-0.5863807,0.988738,-0.45785543,1.67716,0.0,-0.8491572,2.3239958,-0.019383552,-0.8607938,5.819283,-0.36898717,1.1422086,-0.658955,3.8689632,-0.6505479,0.10069179,3.1775277,-0.90778196,-0.15184641,-1.0270258,-0.10093651,-0.17089523,0.3849693,1.4784756,-0.079321705,-0.73516965,0.68332183,-0.6999541,1.8706353,-0.96725035,-0.703889,-0.47504073
AIAR,-0.35832995,0.92937416,-0.5863807,0.988738,-0.45785543,1.67716,0.0,-0.8491572,2.3239958,-0.019383552,-0.8607938,5.819283,-0.36898717,1.1422086,-0.658955,3.8689632,-0.6505479,0.10069179,3.1775277,-0.90778196,-0.15184641,-1.0270258,-0.10093651,-0.17089523,0.3849693,1.4784756,-0.079321705,-0.73516965,0.68332183,-0.6999541,1.8706353,-0.96725035,-0.703889,-0.47504073
AIBL,-0.35832995,-0.13186985,-0.5863807,-0.45986825,-0.22552653,-0.2705113,0.0,-0.8491572,-1.0780547,0.9648673,-0.8607938,-0.5457942,-0.26520845,-0.5973718,0.38323748,-0.3131812,-0.36110592,-0.103154935,-0.76081806,-0.90778196,-0.15184641,-0.95456696,-0.17139322,-0.89769644,-0.9312882,-0.29439822,-1.0766135,-0.646703,1.3401874,-0.6999541,-0.34898224,0.16642639,-0.703889,-0.0698336
AIBR,-0.35832995,-0.13186985,-0.5863807,-0.45986825,-0.22552653,-0.2705113,0.0,-0.8491572,-1.0780547,0.9648673,-0.8607938,-0.5457942,-0.26520845,-0.5973718,0.38323748,-0.3131812,-0.36110592,-0.103154935,-0.76081806,-0.90778196,-0.15184641,-0.95456696,-0.17139322,-0.89769644,-0.9312882,-0.29439822,-1.0766135,-0.646703,1.3401874,-0.6999541,-0.34898224,0.16642639,-0.703889,-0.0698336
AIML,-0.35832995,-0.2555317,-0.5863807,-0.07184876,-0.45785543,-0.92702967,0.0,-0.8491572,0.3573193,-0.174312,-0.8607938,-0.10377491,-0.2219673,-0.50751746,-0.39166856,0.093115166,-0.24050502,1.7877915,-0.90321684,0.1648955,-0.15184641,1.3485914,-0.6998183,0.0108050555,-0.9312882,-0.29439822,-0.45330617,-0.66680914,-0.38017377,-0.061328974,-0.50688183,-0.96725035,-0.703889,1.9756833
AIMR,-0.35832995,-0.2555317,-0.5863807,-0.07184876,-0.45785543,-0.92702967,0.0,-0.8491572,0.3573193,-0.174312,-0.8607938,-0.10377491,-0.2219673,-0.50751746,-0.39166856,0.093115166,-0.24050502,1.7877915,-0.90321684,0.1648955,-0.15184641,1.3485914,-0.6998183,0.0108050555,-0.9312882,-0.29439822,-0.45330617,-0.66680914,-0.38017377,-0.061328974,-0.50688183,-0.96725035,-0.703889,1.9756833
AINL,-0.35832995,-1.2111009,-0.5863807,0.31617072,-0.45785543,-0.2294789,0.0,-0.8491572,0.44836906,-0.65846324,0.47955266,-0.5457942,-0.36898717,-0.35476506,-0.6780469,-1.2882925,-0.6505479,-0.26408654,-0.9896734,0.70123416,-0.15184641,-0.74107194,-0.6998183,-0.89769644,-0.9312882,-0.29439822,-1.0766135,-0.75225985,0.035254143,-0.6999541,0.54766196,-0.48543778,-0.703889,-0.5081587
AINR,-0.35832995,-1.2111009,-0.5863807,0.31617072,-0.45785543,-0.2294789,0.0,-0.8491572,0.44836906,-0.65846324,0.47955266,-0.5457942,-0.36898717,-0.35476506,-0.6780469,-1.2882925,-0.6505479,-0.26408654,-0.9896734,0.70123416,-0.15184641,-0.74107194,-0.6998183,-0.89769644,-0.9312882,-0.29439822,-1.0766135,-0.75225985,0.035254143,-0.6999541,0.54766196,-0.48543778,-0.703889,-0.5081587
AIYL,-0.35832995,0.44012251,0.0006372919,-0.21153578,-0.29987177,-0.257381,0.0,0.2784524,-0.23996769,-0.39121178,-0.21742754,0.09071352,0.054430004,-0.37309536,-0.59786093,-0.40419164,-0.45372736,-0.26408654,-0.25306454,0.12198836,-0.15184641,-1.2029976,-0.6998183,-0.2435754,-0.5364109,-0.29439822,-0.777426,-0.8445467,-0.9119216,-0.39341405,0.85827315,0.26618987,-0.703889,-0.5280294
AIYR,-0.35832995,0.44012251,0.0006372919,-0.21153578,-0.29987177,-0.257381,0.0,0.2784524,-0.23996769,-0.39121178,-0.21742754,0.09071352,0.054430004,-0.37309536,-0.59786093,-0.40419164,-0.45372736,-0.26408654,-0.25306454,0.12198836,-0.15184641,-1.2029976,-0.6998183,-0.2435754,-0.5364109,-0.29439822,-0.777426,-0.8445467,-0.9119216,-0.39341405,0.85827315,0.26618987,-0.703889,-0.5280294
AIZL,-0.35832995,1.5409384,-0.5863807,-0.45986825,-0.45785543,-0.36898905,0.0,-0.8491572,2.4696758,2.3045423,-0.8607938,-0.5457942,-0.36898717,-0.81302226,-0.048014596,-1.2882925,-0.6505479,-0.26408654,0.41092107,4.24107,-0.15184641,0.38074723,0.19850434,0.19250534,-0.9312882,-0.29439822,-0.3286447,-1.0086122,1.0821326,-0.6999541,0.029976824,-0.96725035,-0.703889,-1.004927
AIZR,-0.35832995,1.5409384,-0.5863807,-0.45986825,-0.45785543,-0.36898905,0.0,-0.8491572,2.4696758,2.3045423,-0.8607938,-0.5457942,-0.36898717,-0.81302226,-0.048014596,-1.2882925,-0.6505479,-0.26408654,0.41092107,4.24107,-0.15184641,0.38074723,0.19850434,0.19250534,-0.9312882,-0.29439822,-0.3286447,-1.0086122,1.0821326,-0.6999541,0.029976824,-0.96725035,-0.703889,-1.004927
ALA,-0.35832995,-0.44664556,-0.5863807,-0.28741515,-0.45785543,-0.61700714,0.0,-0.8491572,1.692717,2.1496143,0.6284801,-0.25111467,-0.36898717,0.0016572106,-0.8371459,0.86056393,1.2629856,-0.26408654,1.1717381,0.5224546,-0.15184641,-0.8510542,-0.45028424,2.433476,0.165593,0.07495048,0.37777033,1.0422065,-1.3772008,1.0030462,-0.37905836,0.10344435,1.0546886,1.2029326
ALNL,-0.35832995,-1.2111009,-0.5863807,-0.45986825,0.6705994,-0.92702967,0.0,-0.8491572,-1.4636774,-0.9489539,0.67103076,-0.5457942,-0.36898717,1.281868,-0.96442515,0.2904592,0.7553135,0.51758134,-0.063354254,-0.90778196,-0.15184641,2.0399084,-0.6998183,2.2171657,4.709815,-0.29439822,2.1289673,1.3351804,-1.7095432,1.4896177,2.3965375,-0.96725035,5.3255196,-1.004927
ALNR,-0.35832995,-1.2111009,-0.5863807,-0.45986825,0.6705994,-0.92702967,0.0,-0.8491572,-1.4636774,-0.9489539,0.67103076,-0.5457942,-0.36898717,1.281868,-0.96442515,0.2904592,0.7553135,0.51758134,-0.063354254,-0.90778196,-0.15184641,2.0399084,-0.6998183,2.2171657,4.709815,-0.29439822,2.1289673,1.3351804,-1.7095432,1.4896177,2.3965375,-0.96725035,5.3255196,-1.004927
ASEL,2.1878803,2.2289486,0.18601143,-0.13311496,0.16576427,-0.48647127,0.0,1.005464,-0.198564,-0.39855045,-0.15534829,0.850056,0.14171341,-0.5235967,-0.12036282,-0.56123585,-0.26208627,-0.19209082,-0.15696137,-0.23030145,-0.15184641,1.6032875,-0.22701691,-0.46735367,-0.15192527,0.055511076,-0.4861118,-0.4149542,0.022135416,-0.6999541,-0.58761245,-0.4600792,-0.21796627,-0.27284727
ASER,2.1878803,2.2289486,0.18601143,-0.13311496,0.16576427,-0.48647127,0.0,1.005464,-0.198564,-0.39855045,-0.15534829,0.850056,0.14171341,-0.5235967,-0.12036282,-0.56123585,-0.26208627,-0.19209082,-0.15696137,-0.23030145,-0.15184641,1.6032875,-0.22701691,-0.46735367,-0.15192527,0.055511076,-0.4861118,-0.4149542,0.022135416,-0.6999541,-0.58761245,-0.4600792,-0.21796627,-0.27284727
ASGL,-0.35832995,-1.0026131,-0.5863807,-0.24822125,-0.18856509,-0.41972,0.0,-0.8491572,-0.47040644,-0.10389,0.357703,1.1419157,-0.36898717,0.020172672,-0.86028755,-1.0371275,0.24409114,-0.13973029,-0.9660943,-0.90778196,-0.15184641,0.30875906,-0.2914898,0.093396105,-0.48256403,0.0077961795,-0.7366277,-0.63573605,-0.7125162,-0.0032721453,-0.7857695,-0.6168412,-0.703889,-0.64364094
ASGR,-0.35832995,-1.0026131,-0.5863807,-0.24822125,-0.18856509,-0.41972,0.0,-0.8491572,-0.47040644,-0.10389,0.357703,1.1419157,-0.36898717,0.020172672,-0.86028755,-1.0371275,0.24409114,-0.13973029,-0.9660943,-0.90778196,-0.15184641,0.30875906,-0.2914898,0.093396105,-0.48256403,0.0077961795,-0.7366277,-0.63573605,-0.7125162,-0.0032721453,-0.7857695,-0.6168412,-0.703889,-0.64364094
ASHL,-0.35832995,-0.9053188,-0.5863807,-0.32190576,-0.37008676,-0.86502516,0.0,-0.2227074,-0.5895991,0.2388304,-0.8607938,0.39718023,-0.2905766,2.038356,-0.4043965,-0.30595815,0.33355504,-0.14249377,-0.8340518,-0.90778196,-0.15184641,-0.14716764,-0.6000047,-0.7765629,0.6043455,-0.29439822,-0.49486,-0.4617272,-0.86760926,-0.5296541,-0.5835759,-0.8815948,-0.11769653,-0.47504073
ASHR,-0.35832995,-0.9053188,-0.5863807,-0.32190576,-0.37008676,-0.86502516,0.0,-0.2227074,-0.5895991,0.2388304,-0.8607938,0.39718023,-0.2905766,2.038356,-0.4043965,-0.30595815,0.33355504,-0.14249377,-0.8340518,-0.90778196,-0.15184641,-0.14716764,-0.6000047,-0.7765629,0.6043455,-0.29439822,-0.49486,-0.4617272,-0.86760926,-0.5296541,-0.5835759,-0.8815948,-0.11769653,-0.47504073
ASIL,-0.35832995,-0.9490019,0.25221646,-0.45986825,-0.2885872,-0.36898905,0.0,0.7617137,-0.77690154,-0.48416877,-0.40124646,1.5758983,-0.21776675,-0.39404425,-0.70259356,0.13258404,0.33355504,-0.18591976,-0.35977638,-0.5400068,-0.15184641,-0.67508256,-0.6998183,-0.11898086,-0.64923304,-0.104447454,-0.43549737,-0.83282775,-0.7410027,0.39483184,-0.8246145,-0.7469932,-0.4777862,-0.5507388
ASIR,-0.35832995,-0.9490019,0.25221646,-0.45986825,-0.2885872,-0.36898905,0.0,0.7617137,-0.77690154,-0.48416877,-0.40124646,1.5758983,-0.21776675,-0.39404425,-0.70259356,0.13258404,0.33355504,-0.18591976,-0.35977638,-0.5400068,-0.15184641,-0.67508256,-0.6998183,-0.11898086,-0.64923304,-0.104447454,-0.43549737,-0.83282775,-0.7410027,0.39483184,-0.8246145,-0.7469932,-0.4777862,-0.5507388
ASJL,-0.35832995,-0.9977645,-0.5863807,-0.35158372,-0.320079,-0.8621412,0.0,0.13422333,-0.34567007,-0.7868196,-0.61142707,-0.29908577,-0.36898717,-0.38673648,-0.37834865,0.12524094,-0.3072562,-0.07321416,-0.9112594,-0.30907828,-0.15184641,-0.13489032,-0.49090606,-0.64416116,-0.012969062,-0.13978712,-0.7287211,-0.4362907,-1.1066897,0.3693716,-0.78333735,-0.60869217,0.093605384,-0.820083
ASJR,-0.35832995,-0.9977645,-0.5863807,-0.35158372,-0.320079,-0.8621412,0.0,0.13422333,-0.34567007,-0.7868196,-0.61142707,-0.29908577,-0.36898717,-0.38673648,-0.37834865,0.12524094,-0.3072562,-0.07321416,-0.9112594,-0.30907828,-0.15184641,-0.13489032,-0.49090606,-0.64416116,-0.012969062,-0.13978712,-0.7287211,-0.4362907,-1.1066897,0.3693716,-0.78333735,-0.60869217,0.093605384,-0.820083
ASKL,-0.35832995,-1.1394331,-0.5863807,-0.36286336,-0.27271834,-0.752642,0.0,0.03178781,-0.37107944,-0.9489539,-0.8607938,0.9460208,-0.14845738,-0.69845796,-0.8928306,-0.25223675,-0.6505479,-0.26408654,-0.730304,-0.103273876,-0.15184641,-0.16366504,-0.6998183,-0.21632034,-0.9312882,0.12111906,-0.72600317,-0.43181947,-0.650202,-0.6999541,-0.81845164,1.0804532,-0.5390224,0.48537815
ASKR,-0.35832995,-1.1394331,-0.5863807,-0.36286336,-0.27271834,-0.752642,0.0,0.03178781,-0.37107944,-0.9489539,-0.8607938,0.9460208,-0.14845738,-0.69845796,-0.8928306,-0.25223675,-0.6505479,-0.26408654,-0.730304,-0.103273876,-0.15184641,-0.16366504,-0.6998183,-0.21632034,-0.9312882,0.12111906,-0.72600317,-0.43181947,-0.650202,-0.6999541,-0.81845164,1.0804532,-0.5390224,0.48537815
AUAL,-0.35832995,0.9675969,0.14739183,-0.38226435,0.5295425,-0.5084992,0.0,-0.1444012,-0.37107944,-0.3679725,-0.59272456,-0.5457942,-0.28077528,-0.4464165,-0.39166856,-1.012011,0.8256066,-0.12729467,-0.31531298,-0.26417547,-0.15184641,-0.14716764,-0.47523764,-0.08004509,0.055904888,0.03801561,1.5412775,0.2218791,0.18480842,-0.31677902,-0.5452289,0.7672752,-0.4401024,0.38602456
AUAR,-0.35832995,0.9675969,0.14739183,-0.38226435,0.5295425,-0.5084992,0.0,-0.1444012,-0.37107944,-0.3679725,-0.59272456,-0.5457942,-0.28077528,-0.4464165,-0.39166856,-1.012011,0.8256066,-0.12729467,-0.31531298,-0.26417547,-0.15184641,-0.14716764,-0.47523764,-0.08004509,0.055904888,0.03801561,1.5412775,0.2218791,0.18480842,-0.31677902,-0.5452289,0.7672752,-0.4401024,0.38602456
AVAL,-0.35832995,-0.54635715,-0.5863807,0.5298626,-0.34337452,0.69047916,0.0,-0.8491572,-0.45025334,-0.41007262,-0.54998887,1.760393,-0.21557514,1.7372786,-0.30035958,-0.006986818,-0.5079243,-0.26408654,0.19440395,-0.53467673,-0.15184641,0.4113506,-0.5696266,-0.10769519,-0.35900232,0.28371277,-0.101002134,-0.23584011,0.54460466,0.6328286,-0.62359023,2.2727642,-0.55096924,1.1837337
AVAR,-0.35832995,-0.54635715,-0.5863807,0.5298626,-0.34337452,0.69047916,0.0,-0.8491572,-0.45025334,-0.41007262,-0.54998887,1.760393,-0.21557514,1.7372786,-0.30035958,-0.006986818,-0.5079243,-0.26408654,0.19440395,-0.53467673,-0.15184641,0.4113506,-0.5696266,-0.10769519,-0.35900232,0.28371277,-0.101002134,-0.23584011,0.54460466,0.6328286,-0.62359023,2.2727642,-0.55096924,1.1837337
AVBL,-0.35832995,0.12669587,-0.5863807,0.5101806,-0.21100597,0.81684726,0.0,-0.8491572,-0.0068800813,-0.4648027,0.03277052,-0.10377491,4.7767086,2.7002833,-0.58258736,-0.82782334,-0.6505479,-0.15009332,-0.21156542,-0.90778196,-0.15184641,-0.1911605,-0.32551718,-0.21632034,-0.5199577,-0.017386686,0.63748175,-0.4104568,-0.62943053,-0.38064152,-0.12341136,1.4418129,-0.37415573,0.48537803
AVBR,-0.35832995,0.12669587,-0.5863807,0.5101806,-0.21100597,0.81684726,0.0,-0.8491572,-0.0068800813,-0.4648027,0.03277052,-0.10377491,4.7767086,2.7002833,-0.58258736,-0.82782334,-0.6505479,-0.15009332,-0.21156542,-0.90778196,-0.15184641,-0.1911605,-0.32551718,-0.21632034,-0.5199577,-0.017386686,0.63748175,-0.4104568,-0.62943053,-0.38064152,-0.12341136,1.4418129,-0.37415573,0.48537803
AVDL,-0.35832995,0.48768878,-0.5863807,0.34491298,-0.45785543,-0.5136662,0.0,1.2390088,0.47871915,-0.432526,-0.8607938,-0.15288818,-0.36898717,0.5447769,-0.79471946,1.1675435,0.4428998,-0.061431922,0.5953616,3.8596735,-0.15184641,-0.16671994,-0.3671062,-0.89769644,2.7249825,-0.29439822,0.5855396,-0.09713728,1.6877337,1.0030462,-0.71992105,-0.96725035,-0.5084915,1.3501234
AVDR,-0.35832995,0.48768878,-0.5863807,0.34491298,-0.45785543,-0.5136662,0.0,1.2390088,0.47871915,-0.432526,-0.8607938,-0.15288818,-0.36898717,0.5447769,-0.79471946,1.1675435,0.4428998,-0.061431922,0.5953616,3.8596735,-0.15184641,-0.16671994,-0.3671062,-0.89769644,2.7249825,-0.29439822,0.5855396,-0.09713728,1.6877337,1.0030462,-0.71992105,-0.96725035,-0.5084915,1.3501234
AVEL,-0.35832995,-0.8649324,-0.032590125,-0.40129927,-0.45785543,2.6528523,0.0,-0.8491572,-0.14431381,-0.685868,1.76932,-0.5457942,-0.36898717,-0.39799687,0.50528985,-0.037206296,0.2778511,-0.057608247,0.3169606,0.54944026,-0.15184641,-0.73484653,-0.19133377,-0.48629954,-0.5587625,-0.04351985,1.7459104,-0.6216653,-0.3550912,-0.41076535,-0.54305834,-0.38543892,0.3910743,-0.25508794
AVER,-0.35832995,-0.8649324,-0.032590125,-0.40129927,-0.45785543,2.6528523,0.0,-0.8491572,-0.14431381,-0.685868,1.76932,-0.5457942,-0.36898717,-0.39799687,0.50528985,-0.037206296,0.2778511,-0.057608247,0.3169606,0.54944026,-0.15184641,-0.73484653,-0.19133377,-0.48629954,-0.5587625,-0.04351985,1.7459104,-0.6216653,-0.3550912,-0.41076535,-0.54305834,-0.38543892,0.3910743,-0.25508794
AVHL,-0.35832995,-0.7672236,-0.5863807,0.44133827,0.30658165,-0.026964188,0.0,0.9695679,0.08710676,-0.7990233,-0.51489794,-0.5457942,-0.36898717,-0.3399826,-0.96442515,-0.21881564,1.57162,-0.08758091,1.2944502,0.7531379,-0.15184641,-0.3685514,0.45930764,2.2674053,-0.29438946,-0.29439822,0.8536286,-0.34705785,0.8634298,-0.6999541,0.29716912,0.27613696,0.14703551,1.0462456
AVHR,-0.35832995,-0.7672236,-0.5863807,0.44133827,0.30658165,-0.026964188,0.0,0.9695679,0.08710676,-0.7990233,-0.51489794,-0.5457942,-0.36898717,-0.3399826,-0.96442515,-0.21881564,1.57162,-0.08758091,1.2944502,0.7531379,-0.15184641,-0.3685514,0.45930764,2.2674053,-0.29438946,-0.29439822,0.8536286,-0.34705785,0.8634298,-0.6999541,0.29716912,0.27613696,0.14703551,1.0462456
AVJL,-0.35832995,-0.8834772,-0.5863807,-0.23814282,-0.45785543,-0.92702967,0.0,1.1644315,2.5945442,-0.2849751,-0.8607938,0.21195313,-0.36898717,-0.81302226,0.017443366,-0.4989167,-0.6505479,-0.26408654,2.6044447,-0.90778196,-0.15184641,-0.9767482,1.2251589,0.6597347,-0.9312882,-0.29439822,3.1974943,0.16328415,0.5693759,-0.6999541,-0.5616633,0.13403563,0.049787056,1.8337495
AVJR,-0.35832995,-0.8834772,-0.5863807,-0.23814282,-0.45785543,-0.92702967,0.0,1.1644315,2.5945442,-0.2849751,-0.8607938,0.21195313,-0.36898717,-0.81302226,0.017443366,-0.4989167,-0.6505479,-0.26408654,2.6044447,-0.90778196,-0.15184641,-0.9767482,1.2251589,0.6597347,-0.9312882,-0.29439822,3.1974943,0.16328415,0.5693759,-0.6999541,-0.5616633,0.13403563,0.049787056,1.8337495
AVKL,1.9182816,-0.023946686,-0.5863807,-0.3868293,-0.41138968,-0.73007417,0.0,-0.8491572,-0.33251712,-0.7849121,0.14840825,-0.2961833,-0.3274757,-0.6405019,-0.80270565,-0.24817377,-0.6505479,-0.26408654,-0.51670575,-0.60490835,-0.15184641,4.3556395,-0.59413326,-0.6411784,-0.46672672,0.01846186,-0.37264284,-0.5260666,-0.77116483,0.7425873,2.3578684,-0.33239138,-0.45561928,0.9587692
AVKR,1.9182816,-0.023946686,-0.5863807,-0.3868293,-0.41138968,-0.73007417,0.0,-0.8491572,-0.33251712,-0.7849121,0.14840825,-0.2961833,-0.3274757,-0.6405019,-0.80270565,-0.24817377,-0.6505479,-0.26408654,-0.51670575,-0.60490835,-0.15184641,4.3556395,-0.59413326,-0.6411784,-0.46672672,0.01846186,-0.37264284,-0.5260666,-0.77116483,0.7425873,2.3578684,-0.33239138,-0.45561928,0.9587692
AVL,-0.35832995,-0.9490019,0.25221646,-0.3711781,-0.11931901,1.3051327,0.0,-0.8491572,-0.7144674,-0.8161582,0.3646658,-0.24269526,-0.36898717,-0.81302226,-0.44076198,0.2904592,1.8800026,0.048580587,-0.300492,-0.1722317,-0.15184641,-0.9767482,-0.18649107,-0.89769644,-0.9312882,-0.29439822,-0.008086582,-0.18828477,-1.1398134,2.8033607,0.16145241,-0.3064788,-0.703889,1.0389202
AWAL,-0.35832995,-0.6566608,-0.5863807,-0.35753343,-0.32764912,-0.92702967,0.0,-0.53937435,-0.35907283,-0.89787865,-0.15379785,-0.5457942,-0.2526638,-0.41015878,-0.36019838,-0.31675303,0.43088388,-0.26408654,-0.83861214,-0.059070088,-0.15184641,0.29952955,-0.10751762,0.060722716,0.15353936,-0.29439822,-0.83003044,-0.6931016,-0.74538517,-0.36309686,-0.8397848,-0.45896453,0.16573721,0.04319973
AWAR,-0.35832995,-0.6566608,-0.5863807,-0.35753343,-0.32764912,-0.92702967,0.0,-0.53937435,-0.35907283,-0.89787865,-0.15379785,-0.5457942,-0.2526638,-0.41015878,-0.36019838,-0.31675303,0.43088388,-0.26408654,-0.83861214,-0.059070088,-0.15184641,0.29952955,-0.10751762,0.060722716,0.15353936,-0.29439822,-0.83003044,-0.6931016,-0.74538517,-0.36309686,-0.8397848,-0.45896453,0.16573721,0.04319973
AWBL,-0.35832995,-0.6575298,-0.5863807,-0.03170881,-0.32166263,0.32375094,0.0,-0.3631186,-0.63481003,-0.22773556,-0.6759184,-0.36288968,-0.36898717,0.3247197,-0.17441612,-0.7166756,1.7248728,-0.16974732,-0.6766414,-0.90778196,-0.15184641,-0.91173416,0.84901386,0.4180643,0.08994597,-0.29439822,-0.044932388,-0.018561948,-0.815657,-0.4356954,1.0931156,-0.96725035,-0.06716268,0.50250804
AWBR,-0.35832995,-0.6575298,-0.5863807,-0.03170881,-0.32166263,0.32375094,0.0,-0.3631186,-0.63481003,-0.22773556,-0.6759184,-0.36288968,-0.36898717,0.3247197,-0.17441612,-0.7166756,1.7248728,-0.16974732,-0.6766414,-0.90778196,-0.15184641,-0.91173416,0.84901386,0.4180643,0.08994597,-0.29439822,-0.044932388,-0.018561948,-0.815657,-0.4356954,1.0931156,-0.96725035,-0.06716268,0.50250804
